"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.066788958E0,6.807543640E0,-4.487518158E0,-2.410138092E0,8.502307643E0
2.076862958E0,6.683601379E0,-3.998934174E0,-2.217339020E0,8.098061142E0
2.086932958E0,6.419999542E0,-3.651806030E0,-2.007924500E0,7.654008244E0
2.097007958E0,6.164031830E0,-3.367247772E0,-1.781595154E0,7.246221584E0
2.107081958E0,6.034700775E0,-3.132685547E0,-1.544338531E0,6.972539973E0
2.117155958E0,5.945785675E0,-3.024909668E0,-1.393901367E0,6.815086706E0
2.127229958E0,5.700894928E0,-2.930755463E0,-1.261875916E0,6.533135647E0
2.137304958E0,5.463338928E0,-2.738405457E0,-1.217867432E0,6.231383295E0
2.147378958E0,5.351521454E0,-2.702180786E0,-1.237326965E0,6.121400239E0
2.157452958E0,5.199437714E0,-2.717449036E0,-1.021026764E0,5.954928837E0
2.167526958E0,5.222040710E0,-2.704426117E0,-8.339158630E-1,5.939616610E0
2.177601958E0,5.138963470E0,-2.799029388E0,-8.074209595E-1,5.907236213E0
2.187675958E0,5.041665802E0,-3.232677612E0,-9.081614685E-1,6.057504095E0
2.197749958E0,5.228028259E0,-3.760480042E0,-8.146060181E-1,6.491307464E0
2.207823958E0,5.788013763E0,-3.841611328E0,-5.881269836E-1,6.971726778E0
2.217898958E0,6.364914093E0,-3.942202148E0,-6.553372192E-1,7.515487746E0
2.227972958E0,6.809339905E0,-4.232598267E0,-8.195457458E-1,8.059382933E0
2.238046958E0,7.044351196E0,-4.525838470E0,-7.607180786E-1,8.407424673E0
2.248121958E0,7.269333344E0,-4.672832794E0,-6.453080750E-1,8.665736904E0
2.258195958E0,7.431745605E0,-5.102589111E0,-6.635700989E-1,9.039224727E0
2.268269958E0,7.616012421E0,-5.614225159E0,-6.758445740E-1,9.485775414E0
2.278343958E0,7.834557953E0,-5.844147034E0,-6.432124329E-1,9.795308831E0
2.288417958E0,8.120014343E0,-6.020330658E0,-7.530839539E-1,1.013637754E1
2.298492958E0,8.650810547E0,-6.344406738E0,-8.643026733E-1,1.076266877E1
2.308566958E0,9.080267487E0,-6.632856903E0,-8.943901062E-1,1.128033608E1
2.318640958E0,9.507928162E0,-6.752009125E0,-1.144070892E0,1.171747513E1
2.328715958E0,9.674980774E0,-6.879693604E0,-1.453926544E0,1.196032355E1
2.338789958E0,9.675429840E0,-6.979386292E0,-1.673370209E0,1.204682296E1
2.348863958E0,9.735754395E0,-7.048392792E0,-1.776356049E0,1.214990516E1
2.358937958E0,9.857151947E0,-7.221882019E0,-1.876348114E0,1.236283570E1
2.369012958E0,9.915081482E0,-7.454647980E0,-2.051034851E0,1.257327965E1
2.379086958E0,9.976453857E0,-7.632478180E0,-1.964814148E0,1.271396277E1
2.389160958E0,1.011431717E1,-7.790699158E0,-1.957180023E0,1.291607366E1
2.399234958E0,1.046967819E1,-8.359366608E0,-2.188000031E0,1.357499597E1
2.409309958E0,1.103729782E1,-9.526190186E0,-2.414628754E0,1.477838539E1
2.419383958E0,1.167452271E1,-1.086126389E1,-2.458936615E0,1.613406033E1
2.429457958E0,1.218002151E1,-1.194261520E1,-2.607577515E0,1.725625807E1
2.439531958E0,1.235276230E1,-1.236518646E1,-2.612517242E0,1.767240275E1
2.449606958E0,1.215247879E1,-1.191058182E1,-2.388433228E0,1.718282029E1
2.459680958E0,1.163590302E1,-1.058643539E1,-2.287842407E0,1.589657435E1
2.469754958E0,1.105286545E1,-9.088650055E0,-1.942061462E0,1.444094862E1
2.479828958E0,1.064481400E1,-8.226443024E0,-1.497635651E0,1.353622334E1
2.489903958E0,1.049153275E1,-7.738008728E0,-1.093625793E0,1.308224200E1
2.499977958E0,1.046653473E1,-7.958051147E0,-1.273102570E0,1.320983412E1
2.510051958E0,1.029154861E1,-8.539442139E0,-1.702110443E0,1.348092077E1
2.520126958E0,1.011282028E1,-9.266031189E0,-1.941762085E0,1.385275814E1
2.530200958E0,1.028391449E1,-9.888287201E0,-1.935175781E0,1.439729233E1
2.540274958E0,1.034304153E1,-1.031699570E1,-2.066003723E0,1.475422922E1
2.550348958E0,9.995913391E0,-1.015802628E1,-2.005679169E0,1.439189116E1
2.560423958E0,9.285939789E0,-9.556726685E0,-1.761237488E0,1.344104386E1
2.570497958E0,8.515941010E0,-8.880433044E0,-1.655407562E0,1.241465733E1
2.580571958E0,7.993377686E0,-8.194559326E0,-1.494192810E0,1.154458754E1
2.590645958E0,7.707322540E0,-7.468269653E0,-1.229393463E0,1.080228127E1
2.600720958E0,7.470964050E0,-6.742429047E0,-1.143172760E0,1.012830179E1
2.610794958E0,7.114555206E0,-6.010151825E0,-1.165326691E0,9.385989934E0
2.620868958E0,6.714137878E0,-5.379064178E0,-1.109343109E0,8.674365742E0
